Trial,category,sub_trial,x1,x2,x3,x4,x5,x6,x7,x8,average,average_circ,bincorrect,bincorrect_circ
7413,35.0,538,-84,59,-8,27,63,63,83,2,25.625,33.3989649390997,True,True
7414,35.0,539,-2,23,58,-82,85,-75,78,86,21.375,34.64041899558859,True,True
7415,35.0,540,62,78,-23,34,78,34,11,15,36.125,36.58392212589828,True,True
7416,35.0,541,9,-82,75,28,77,70,8,11,24.5,30.621753704991562,True,True
7417,35.0,542,65,22,67,-4,55,31,44,31,38.875,39.138606408983975,True,True
7418,35.0,543,68,24,44,51,23,69,34,-30,35.375,36.74662361741511,True,True
7419,35.0,544,-88,52,-7,67,19,41,77,45,25.75,34.86055099187274,True,True
7420,35.0,545,-34,80,24,65,28,-18,62,59,33.25,35.20822731910323,True,True
7421,35.0,546,-57,44,34,-4,44,59,71,24,26.875,30.285597197607387,True,True
7422,35.0,547,12,-73,53,68,36,-87,70,62,17.625,31.363511018542965,True,True
7423,35.0,548,49,54,39,-32,-7,59,6,64,29.0,30.35100584617402,True,True
7424,35.0,549,45,-6,70,63,0,65,-15,37,32.375,32.93485066299118,True,True
7425,35.0,550,24,63,75,25,-87,-75,83,43,18.875,32.949719678853995,True,True
7426,35.0,551,83,-26,64,65,-58,45,89,-77,23.125,33.72653821579729,True,True
7427,35.0,552,49,74,12,-58,68,55,-53,59,25.75,32.597862090855585,True,True
7428,35.0,553,-23,87,-26,21,22,40,81,52,31.75,32.21519690196959,True,True
7429,35.0,554,80,-71,50,60,43,84,3,-37,26.5,33.20769110975505,True,True
7430,35.0,555,31,-66,62,84,75,20,58,-67,24.625,34.44917748648595,True,True
7431,35.0,556,-10,84,43,55,24,-11,12,51,31.0,30.855506808704007,True,True
7432,35.0,557,-26,54,7,50,80,-80,48,79,26.5,34.57175922435803,True,True
7433,35.0,558,85,-10,-3,27,24,82,18,67,36.25,35.71393189136256,True,True
7434,35.0,559,80,-64,47,64,-80,14,50,45,19.5,30.065168462971684,True,True
7435,35.0,560,88,-75,-45,50,70,42,51,42,27.875,37.50446598627909,True,True
7436,35.0,561,89,7,40,-28,36,-50,84,67,30.625,33.353740307436055,True,True
7437,35.0,562,26,11,73,-30,41,-18,71,72,30.75,31.75285646432758,True,True
7438,35.0,563,81,-2,55,-38,-1,84,84,31,36.75,38.477336165609614,True,True
7439,35.0,564,79,75,8,2,-48,70,-24,78,30.0,32.29420133259356,True,True
7440,35.0,565,7,53,54,-26,80,74,-10,52,35.5,36.895341927180255,True,True
7441,35.0,566,59,-40,83,48,69,-24,7,77,34.875,38.07265950270886,True,True
7442,35.0,567,68,30,5,44,19,-22,59,71,34.25,34.95139149419194,True,True
7443,35.0,568,66,60,-11,78,-63,67,-17,82,32.75,39.21905084694819,True,True
7444,35.0,569,46,6,52,50,8,54,47,13,34.5,34.711043998684914,True,True
7445,35.0,570,77,15,33,-3,46,-32,81,45,32.75,33.59330471717729,True,True
7446,35.0,571,68,87,27,18,62,-4,-60,69,33.375,37.84496028850046,True,True
7447,35.0,572,19,4,26,44,86,76,-24,45,34.5,34.64830615321952,True,True
7448,35.0,573,-20,80,33,57,25,-28,66,61,34.25,36.04177013875022,True,True
7449,35.0,574,70,44,80,-84,53,-25,71,-23,23.25,31.973757554287374,True,True
7450,35.0,575,38,-84,-8,69,28,83,20,78,28.0,36.04774872354153,True,True
7451,35.0,576,-60,22,39,86,-56,67,83,65,30.75,39.67406565640533,True,True
7452,35.0,577,-64,27,70,-65,29,45,72,62,22.0,30.41167243457747,True,True
7453,35.0,578,36,-78,77,70,76,77,-36,-88,16.75,33.01888571214175,True,True
7454,35.0,579,83,57,16,-48,89,50,26,-14,32.375,34.57310307160384,True,True
7455,35.0,580,-84,88,35,34,78,-26,-21,81,23.125,30.068722808377856,True,True
7456,35.0,581,81,60,-41,33,30,-17,33,81,32.5,34.497120956199495,True,True
7457,35.0,582,63,86,73,77,29,18,-60,-12,34.25,39.164552927756375,True,True
7458,35.0,583,28,23,85,-65,85,67,-22,63,33.0,39.037610145527395,True,True
7459,35.0,584,-37,4,61,75,55,61,79,-37,32.625,36.39803486843235,True,True
7460,35.0,585,58,36,75,74,-73,-23,76,11,29.25,36.39670652132631,True,True
7461,35.0,586,60,53,-17,36,-59,46,64,88,33.875,39.271447138577344,True,True
7462,35.0,587,41,78,69,-89,29,-22,39,70,26.875,37.320027605561336,True,True
7463,35.0,588,21,22,23,22,82,39,-61,78,28.25,31.208199433020553,True,True
7464,35.0,589,62,60,-68,14,48,46,-6,53,26.125,31.405810908372246,True,True
7465,35.0,590,61,81,71,-8,-3,77,46,-58,33.375,38.1630201064842,True,True
7466,35.0,591,-50,88,-36,-7,66,76,64,23,28.0,31.010562209200998,True,True
7467,35.0,592,45,-43,7,84,-28,81,56,42,30.5,32.92191530466232,True,True
7468,35.0,593,72,56,22,-78,-48,39,48,72,22.875,31.90849616215067,True,True
7469,35.0,594,-72,27,21,-63,69,56,61,85,23.0,32.56308550899297,True,True
7470,35.0,595,30,87,-78,-30,-30,69,83,57,23.5,30.476984126591987,True,True
7471,35.0,596,63,14,30,60,85,-2,-41,75,35.5,37.62948658775613,True,True
7472,35.0,597,17,21,76,83,-29,45,-1,82,36.75,37.43966953715852,True,True
7473,35.0,598,62,54,77,-2,42,-49,88,17,36.125,39.399919883970966,True,True
7474,35.0,599,-74,70,50,37,-26,57,32,73,27.375,34.84898962173065,True,True
7475,35.0,600,52,49,-12,72,76,60,36,-45,36.0,39.72654825369929,True,True
7476,35.0,601,39,82,69,74,66,-52,-73,-29,22.0,30.454379877238665,True,True
7477,35.0,602,-72,11,29,57,26,45,59,88,30.375,36.23130647331601,True,True
7478,35.0,603,-4,69,49,9,34,83,-75,75,30.0,36.6686240375665,True,True
7479,35.0,604,-81,70,70,-13,44,-33,57,85,24.875,33.51005171251862,True,True
7480,35.0,605,60,48,0,63,13,-74,40,50,25.0,30.99183850268392,True,True
7481,35.0,606,50,-70,62,58,59,16,-87,54,17.75,31.374653604444774,True,True
7482,35.0,607,-10,84,77,78,26,74,-90,-53,23.25,35.748258790585396,True,True
7483,35.0,608,87,43,-40,-88,64,59,-37,77,20.625,31.317159244568415,True,True
7484,35.0,609,-79,88,5,53,67,35,70,-33,25.75,33.53128755373419,True,True
7485,35.0,610,36,59,67,-11,16,-11,69,38,32.875,33.356943799841616,True,True
7486,35.0,611,54,-8,30,50,86,59,26,-49,31.0,33.613639398458446,True,True
7487,35.0,612,30,-21,74,46,50,-35,69,26,29.875,31.674118198709976,True,True
7488,35.0,613,72,13,37,22,35,22,29,26,32.0,31.645511324260184,True,True
7489,35.0,614,34,-50,70,-28,-11,83,82,49,28.625,31.44508605503225,True,True
7490,35.0,615,46,54,47,-47,17,88,-36,80,31.125,34.8496628051403,True,True
7491,35.0,616,68,-51,-21,59,69,-65,61,81,25.125,33.22934934078478,True,True
7492,35.0,617,-67,78,81,-16,37,-6,62,44,26.625,31.192771759543774,True,True
7493,35.0,618,2,70,0,84,-31,79,52,32,36.0,37.13094321016055,True,True
7494,35.0,619,66,74,-35,-78,67,36,16,84,28.75,37.96365011412573,True,True
7495,35.0,620,22,17,-32,82,68,71,82,-34,34.5,37.08565552160698,True,True
7496,35.0,621,52,-35,64,85,33,41,62,-42,32.5,36.47695633921842,True,True
7497,35.0,622,-67,65,-77,52,75,81,22,28,22.375,33.80142337445341,True,True
7498,35.0,623,45,13,47,-13,89,41,49,33,38.0,38.09392698042291,True,True
7499,35.0,624,-36,79,69,65,50,67,-60,1,29.375,35.45096527323122,True,True
7500,45.0,0,60,46,86,43,56,-12,27,80,48.25,49.19090633413535,True,True
7501,45.0,1,53,83,88,-10,45,-28,45,43,39.875,41.64675019622166,True,True
7502,45.0,2,70,86,33,-30,78,-34,80,52,41.875,46.629807420790456,True,True
7503,45.0,3,-19,40,54,50,49,-82,81,73,30.75,40.70029629803898,True,True
7504,45.0,4,83,22,48,70,17,-64,71,31,34.75,40.09197366712365,True,True
7505,45.0,5,43,87,-16,-34,87,83,38,30,39.75,41.91974590584658,True,True
7506,45.0,6,71,85,56,-50,31,-54,80,48,33.375,41.38529316387974,True,True
7507,45.0,7,-28,47,-58,64,58,72,66,48,33.625,40.271597948864354,True,True
7508,45.0,8,-7,66,58,37,36,68,69,-13,39.25,40.41250770861876,True,True
7509,45.0,9,80,37,20,-49,81,55,48,57,41.125,45.32057879872755,True,True
7510,45.0,10,33,73,57,81,12,47,-16,58,43.125,44.157379594457495,True,True
7511,45.0,11,80,52,57,66,79,-37,34,39,46.25,49.59005754490096,True,True
7512,45.0,12,57,-85,84,16,71,86,-55,77,31.375,47.997068350287975,True,True
7513,45.0,13,47,48,34,24,37,54,77,56,47.125,47.04765522211733,True,True
7514,45.0,14,74,88,77,-11,45,20,-86,67,34.25,45.717101756628324,True,True
7515,45.0,15,71,-77,43,27,-69,88,80,71,29.25,45.35212095518844,True,True
7516,45.0,16,42,49,76,-56,67,28,79,36,40.125,45.322593091884755,True,True
7517,45.0,17,87,-14,57,74,-86,-3,73,77,33.125,45.07341663148546,True,True
7518,45.0,18,71,75,77,-67,16,71,-23,44,33.0,40.224483246322734,True,True
7519,45.0,19,86,75,72,22,11,87,45,-42,44.5,48.124559920084636,True,True
7520,45.0,20,57,4,-7,62,78,77,81,20,46.5,47.52652376612795,True,True
7521,45.0,21,83,61,17,89,-23,88,57,-4,46.0,48.04922626543569,True,True
7522,45.0,22,17,55,48,70,48,38,-2,64,42.25,42.70526731498384,True,True
7523,45.0,23,88,-35,49,76,-90,65,64,47,33.0,48.21541207035878,True,True
7524,45.0,24,-40,84,49,-44,47,80,28,83,35.875,41.16089545689374,True,True
7525,45.0,25,68,1,-6,44,41,43,66,82,42.375,43.011312072584786,True,True
7526,45.0,26,65,-33,82,51,25,33,52,89,45.5,47.93448897556536,True,True
7527,45.0,27,62,50,48,-59,74,47,19,55,37.0,42.49028379004707,True,True
7528,45.0,28,54,36,73,53,76,68,-9,-13,42.25,43.788236664085275,True,True
7529,45.0,29,74,62,81,24,-61,23,73,8,35.5,40.531337132457026,True,True
7530,45.0,30,-78,3,32,72,29,73,53,79,32.875,41.13876902811418,True,True
7531,45.0,31,56,29,78,-71,87,47,69,-34,32.625,41.58353961154984,True,True
7532,45.0,32,88,80,-89,39,25,77,88,-35,34.125,48.98884185849866,True,True
7533,45.0,33,79,38,86,81,-38,-30,46,49,38.875,43.11089129031987,True,True
7534,45.0,34,66,70,-73,77,29,-21,66,55,33.625,42.61571839393267,True,True
7535,45.0,35,40,76,84,37,-67,75,-54,49,30.0,40.07202463621826,True,True
7536,45.0,36,10,-15,40,85,77,17,76,70,45.0,45.994355372994136,True,True
7537,45.0,37,48,72,43,75,-11,32,88,-79,33.5,42.592390259504214,True,True
7538,45.0,38,28,15,89,0,82,77,-78,70,35.375,44.028604882924895,True,True
7539,45.0,39,-72,71,39,87,65,65,-53,62,33.0,46.151995418713625,True,True
7540,45.0,40,87,47,-56,78,49,67,17,21,38.75,43.455366802076355,True,True
7541,45.0,41,58,81,-66,89,35,-65,81,54,33.375,47.556860208098925,True,True
7542,45.0,42,-85,14,72,59,-14,89,59,87,35.125,46.862707350583406,True,True
7543,45.0,43,87,78,77,-33,53,-8,37,40,41.375,43.89179544230541,True,True
7544,45.0,44,50,75,78,-62,16,78,86,15,42.0,48.89891823918887,True,True
7545,45.0,45,57,-10,82,68,88,26,57,-85,35.375,46.94706767350934,True,True
7546,45.0,46,84,-14,61,78,56,55,-67,34,35.875,43.37117619272129,True,True
7547,45.0,47,55,44,22,69,19,77,40,71,49.625,49.71218248160241,True,True
7548,45.0,48,-52,45,11,60,21,87,46,85,37.875,41.52380031391314,True,True
7549,45.0,49,-45,70,70,-10,82,-71,85,79,32.5,44.09061001129649,True,True
7550,45.0,50,65,75,-89,83,22,84,25,-31,29.25,40.98507279960069,True,True
7551,45.0,51,47,-75,71,-82,49,73,78,40,25.125,42.529256974296885,True,True
7552,45.0,52,55,86,76,-42,73,62,32,-26,39.5,44.381250075624195,True,True
7553,45.0,53,29,76,83,41,88,31,-55,19,39.0,43.121500018552666,True,True
7554,45.0,54,87,75,51,37,-7,65,75,-86,37.125,49.627492271521334,True,True
7555,45.0,55,77,40,71,45,-8,54,16,71,45.75,46.551721707602894,True,True
7556,45.0,56,81,71,55,-1,29,65,-48,53,38.125,42.1256552485161,True,True
7557,45.0,57,53,84,57,72,-10,62,-13,8,39.125,40.192580208281925,True,True
7558,45.0,58,-87,63,-28,70,49,53,69,89,34.75,48.84115730332272,True,True
7559,45.0,59,77,70,79,15,-37,85,-16,89,45.25,49.97911070084007,True,True
7560,45.0,60,82,28,-86,-80,38,43,81,88,24.25,42.86308797215173,True,True
7561,45.0,61,43,74,-75,25,35,70,33,65,33.75,41.49460171208949,True,True
7562,45.0,62,79,71,35,39,-79,-87,82,47,23.375,42.10769838799894,True,True
7563,45.0,63,-39,85,80,-31,86,80,-19,63,38.125,43.729089858441256,True,True
7564,45.0,64,87,0,86,84,-89,38,-39,57,28.0,40.016528777225375,True,True
7565,45.0,65,84,-53,19,65,88,62,18,17,37.5,41.08488764736467,True,True
7566,45.0,66,24,61,11,47,56,59,2,72,41.5,41.84458100242807,True,True
7567,45.0,67,84,-26,2,79,82,23,34,77,44.375,46.172867926185404,True,True
7568,45.0,68,-27,82,81,63,75,-4,-13,52,38.625,40.808124032632435,True,True
7569,45.0,69,25,63,37,73,44,60,-86,68,35.5,46.669250587388944,True,True
7570,45.0,70,20,87,74,83,62,-3,68,-51,42.5,47.90953631851684,True,True
7571,45.0,71,72,56,-13,54,48,79,-83,69,35.25,46.90480346745869,True,True
7572,45.0,72,79,52,-75,41,71,16,13,65,32.75,40.24572490373555,True,True
7573,45.0,73,69,45,61,38,82,37,-79,9,32.75,41.18652865542123,True,True
7574,45.0,74,63,2,45,71,74,63,65,-53,41.25,46.94653994899883,True,True
7575,45.0,75,-58,89,-4,-2,65,77,71,66,38.0,43.979813375328206,True,True
7576,45.0,76,37,64,56,87,-11,53,12,88,48.25,49.165824216405724,True,True
7577,45.0,77,64,60,66,-19,-31,89,89,27,43.125,46.49103630992022,True,True
7578,45.0,78,-2,-85,72,53,30,63,80,53,33.0,43.566739099678045,True,True
7579,45.0,79,45,61,74,-8,72,22,-21,70,39.375,40.93936672987189,True,True
7580,45.0,80,82,85,11,52,-69,60,43,47,38.875,46.47011450311183,True,True
7581,45.0,81,59,68,-46,78,-6,75,24,82,41.75,46.38636083100778,True,True
7582,45.0,82,14,77,-14,54,75,46,65,55,46.5,47.840790244376024,True,True
7583,45.0,83,89,89,67,-89,-78,65,24,37,25.5,45.723564226562985,True,True
7584,45.0,84,-34,86,66,-88,84,88,41,33,34.5,49.09435078615246,True,True
7585,45.0,85,21,78,18,64,-40,89,85,53,46.0,49.55337957698359,True,True
7586,45.0,86,-48,88,-63,82,56,39,78,67,37.375,48.95666708441598,True,True
7587,45.0,87,87,88,-22,89,54,-16,26,24,41.25,42.32989053423191,True,True
7588,45.0,88,-16,87,49,69,-16,68,78,49,46.0,48.6006869145526,True,True
7589,45.0,89,86,80,40,40,31,-64,-25,84,34.0,40.254399996799236,True,True
7590,45.0,90,79,57,65,-47,13,-18,68,71,36.0,40.275573781849545,True,True
7591,45.0,91,69,67,89,-22,61,-31,14,56,37.875,40.578410744139944,True,True
7592,45.0,92,-66,27,36,47,74,87,-10,78,34.125,40.06170261913957,True,True
7593,45.0,93,67,-78,-72,81,64,37,72,73,30.5,49.404736857642206,True,True
7594,45.0,94,84,37,59,89,64,-28,41,23,46.125,48.04060828044064,True,True
7595,45.0,95,39,-77,35,80,28,68,51,70,36.75,45.690391315841055,True,True
7596,45.0,96,-11,-90,86,60,79,86,55,-49,27.0,41.767778800989674,True,True
7597,45.0,97,11,87,-60,24,80,87,-65,81,30.625,40.67302808587462,True,True
7598,45.0,98,57,86,57,-15,59,78,-10,29,42.625,44.10524078639898,True,True
7599,45.0,99,88,-27,28,62,55,13,48,71,42.25,43.84603653108269,True,True
7600,45.0,100,79,30,65,-5,65,71,42,40,48.375,49.102971087255185,True,True
7601,45.0,101,75,63,65,4,-35,89,66,28,44.375,47.46372459979196,True,True
7602,45.0,102,59,67,72,-29,58,-22,12,83,37.5,40.13663328211703,True,True
7603,45.0,103,54,28,70,77,-47,-8,64,88,40.75,45.252052189310405,True,True
7604,45.0,104,29,56,43,-17,-85,60,83,73,30.25,40.5071802126088,True,True
7605,45.0,105,38,-6,41,79,40,54,86,20,44.0,44.13692223465932,True,True
7606,45.0,106,76,-5,35,63,55,81,-53,64,39.5,44.82055668836037,True,True
7607,45.0,107,-53,-22,66,74,-71,75,84,88,30.125,42.77761941764663,True,True
7608,45.0,108,55,79,88,69,0,75,-80,-24,32.75,43.35576774173046,True,True
7609,45.0,109,80,89,9,69,60,-1,78,-77,38.375,48.53658126600354,True,True
7610,45.0,110,63,15,31,81,75,17,-75,71,34.75,42.58512658534036,True,True
7611,45.0,111,56,32,53,-36,41,66,21,75,38.5,40.79634876435452,True,True
7612,45.0,112,70,30,45,87,47,88,19,-12,46.75,47.30075173531483,True,True
7613,45.0,113,28,57,33,85,17,80,39,35,46.75,46.37251915260569,True,True
7614,45.0,114,35,52,62,44,86,-45,6,71,38.875,42.19559375988504,True,True
7615,45.0,115,81,7,34,77,59,5,9,54,40.75,40.719022389597995,True,True
7616,45.0,116,-85,28,81,5,43,89,21,84,33.25,42.502588623870395,True,True
7617,45.0,117,89,73,61,49,16,55,-49,21,39.375,43.117092742126005,True,True
7618,45.0,118,67,-66,51,80,80,-54,19,79,32.0,42.91031346664553,True,True
7619,45.0,119,80,66,27,50,62,42,-51,77,44.125,49.33931326554841,True,True
7620,45.0,120,55,74,82,-48,3,71,-25,87,37.375,42.426636285737175,True,True
7621,45.0,121,67,-79,-14,82,-17,86,75,47,30.875,40.1866655591939,True,True
7622,45.0,122,78,36,61,68,67,-70,-85,44,24.875,41.73580632207191,True,True
7623,45.0,123,58,-47,71,-27,78,42,54,78,38.375,44.07572088205026,True,True
7624,45.0,124,2,12,64,82,24,12,57,86,42.375,42.160004879297276,True,True
7625,45.0,125,6,-45,59,-9,80,76,84,85,42.0,46.69429358154494,True,True
7626,45.0,126,87,72,-84,70,57,72,-78,-10,23.25,41.58475648310974,True,True
7627,45.0,127,25,43,57,78,89,-56,10,76,40.25,45.2895537942679,True,True
7628,45.0,128,-49,66,71,41,40,70,56,62,44.625,49.746490070342304,True,True
7629,45.0,129,78,34,76,54,-85,11,55,66,36.125,47.303396569900684,True,True
7630,45.0,130,-55,28,47,87,71,76,34,47,41.875,47.0518175971591,True,True
7631,45.0,131,-38,83,66,83,57,-16,32,58,40.625,44.34049405676214,True,True
7632,45.0,132,30,83,85,28,-87,70,-89,58,22.25,43.45566573508211,True,True
7633,45.0,133,73,-6,26,-2,85,2,88,61,40.875,40.968035931938175,True,True
7634,45.0,134,52,70,75,13,33,-40,61,39,37.875,40.53158091940139,True,True
7635,45.0,135,0,27,68,41,67,38,81,11,41.625,41.68019105139021,True,True
7636,45.0,136,89,-27,55,-30,6,72,62,71,37.25,40.134981481526296,True,True
7637,45.0,137,-84,46,52,61,61,37,51,54,34.75,45.32263925182119,True,True
7638,45.0,138,-4,46,74,72,29,53,-3,61,41.0,41.7113169956736,True,True
7639,45.0,139,-54,66,31,71,69,34,9,82,38.5,43.10997439050627,True,True
7640,45.0,140,55,59,-25,67,34,81,86,-63,36.75,44.501228953895264,True,True
7641,45.0,141,82,76,87,9,70,33,15,-48,40.5,44.168436027598574,True,True
7642,45.0,142,73,65,89,13,84,-16,58,-6,45.0,46.6366048811301,True,True
7643,45.0,143,25,44,-7,21,87,58,72,28,41.0,40.94581938901976,True,True
7644,45.0,144,11,39,55,47,82,-12,68,67,44.625,45.600125793721844,True,True
7645,45.0,145,18,-2,-68,43,88,47,85,72,35.375,41.639103276428784,True,True
7646,45.0,146,85,3,88,56,50,4,63,-53,37.0,41.00821667489757,True,True
7647,45.0,147,68,65,-39,34,72,82,83,-13,44.0,48.56405447964744,True,True
7648,45.0,148,52,59,-77,32,70,70,-6,77,34.625,43.881856642916546,True,True
7649,45.0,149,81,-44,-63,45,73,72,51,79,36.75,47.50827595047261,True,True
7650,45.0,150,-44,47,37,85,84,80,44,-40,36.625,42.14533425317833,True,True
7651,45.0,151,28,65,51,83,14,52,56,-44,38.125,41.210271101950184,True,True
7652,45.0,152,-88,71,28,52,72,63,0,66,33.0,44.5007765322562,True,True
7653,45.0,153,64,-32,40,-87,86,33,77,63,30.5,42.81359170146172,True,True
7654,45.0,154,44,89,57,9,59,69,-12,45,45.0,45.886613166679496,True,True
7655,45.0,155,10,79,53,6,-86,89,75,43,33.625,43.93359038869619,True,True
7656,45.0,156,83,69,-33,32,68,72,75,-29,42.125,46.98947477738892,True,True
7657,45.0,157,62,2,78,-14,27,47,70,82,44.25,45.41204518760301,True,True
7658,45.0,158,-40,76,40,46,78,65,-54,79,36.25,44.014978286225585,True,True
7659,45.0,159,81,86,-2,15,23,39,77,21,42.5,42.106396228571896,True,True
7660,45.0,160,75,-4,83,-39,81,66,53,-13,37.75,41.007143254054824,True,True
7661,45.0,161,81,60,-33,21,63,-80,85,45,30.25,40.39859159449733,True,True
7662,45.0,162,39,-73,77,51,45,81,37,58,39.375,47.98775820933966,True,True
7663,45.0,163,25,-10,58,-87,46,81,58,76,30.875,41.49730325268206,True,True
7664,45.0,164,10,79,83,66,-7,22,60,23,42.0,42.18020892176142,True,True
7665,45.0,165,25,33,-30,77,70,86,73,-2,41.5,43.44995359365288,True,True
7666,45.0,166,18,-37,37,37,32,66,64,89,38.25,40.06065680554656,True,True
7667,45.0,167,8,68,81,2,84,-9,60,47,42.625,43.337393250813676,True,True
7668,45.0,168,-30,70,46,8,75,35,89,53,43.25,45.285535579745556,True,True
7669,45.0,169,40,33,75,29,79,61,26,-37,38.25,40.27619652007169,True,True
7670,45.0,170,67,82,-32,17,60,61,16,70,42.625,45.042434559165315,True,True
7671,45.0,171,14,51,59,36,9,-6,82,78,40.375,40.48665907270046,True,True
7672,45.0,172,85,44,38,-77,44,-7,80,68,34.375,43.094793836500685,True,True
7673,45.0,173,41,58,85,63,19,88,-90,-7,32.125,43.41678639596387,True,True
7674,45.0,174,19,85,73,84,-34,63,-25,57,40.25,43.99830898574427,True,True
7675,45.0,175,-37,87,41,21,78,68,28,89,46.875,49.95549275030518,True,True
7676,45.0,176,79,51,23,-15,41,78,46,61,45.5,46.55281110945148,True,True
7677,45.0,177,31,79,43,-46,21,64,83,69,43.0,47.02066080793168,True,True
7678,45.0,178,-80,72,70,76,28,-50,33,85,29.25,41.571952912614535,True,True
7679,45.0,179,83,20,-52,75,8,71,88,11,38.0,41.58277016882087,True,True
7680,45.0,180,59,78,72,-30,42,69,-49,51,36.5,42.39184488958273,True,True
7681,45.0,181,36,6,59,-4,72,65,45,65,43.0,43.71605071073637,True,True
7682,45.0,182,59,67,21,-81,84,68,14,56,36.0,45.96083348429798,True,True
7683,45.0,183,41,16,24,59,69,80,19,46,44.25,44.136708408479336,True,True
7684,45.0,184,79,-18,-60,23,76,58,87,58,37.875,44.601309555635794,True,True
7685,45.0,185,21,70,36,43,72,28,86,26,47.75,47.465429143247746,True,True
7686,45.0,186,-75,5,68,29,31,66,88,59,33.875,41.48547708474857,True,True
7687,45.0,187,11,31,64,68,-81,12,89,85,34.875,43.928533104262925,True,True
7688,45.0,188,81,44,-62,-89,86,14,84,56,26.75,43.03062248837938,True,True
7689,45.0,189,82,-21,37,49,48,81,-25,86,42.125,44.768289338129506,True,True
7690,45.0,190,61,32,77,41,24,-61,58,74,38.25,44.09783829172608,True,True
7691,45.0,191,80,37,39,52,-37,-55,78,81,34.375,40.866965733889714,True,True
7692,45.0,192,-33,63,83,33,47,44,70,9,39.5,41.474210257171165,True,True
7693,45.0,193,14,52,61,-81,29,51,85,48,32.375,41.125558053403324,True,True
7694,45.0,194,88,-71,76,21,62,73,48,-22,34.375,42.67558524133142,True,True
7695,45.0,195,82,70,-63,4,-38,64,79,83,35.125,44.11361835130202,True,True
7696,45.0,196,33,76,69,-90,61,79,30,-59,24.875,40.13824790807942,True,True
7697,45.0,197,-40,61,-66,0,71,82,85,66,32.375,41.1824892974976,True,True
7698,45.0,198,33,73,83,-87,68,43,-86,55,22.75,43.76510822776473,True,True
7699,45.0,199,84,26,-90,-9,55,59,87,60,34.0,46.42622895258154,True,True
7700,45.0,200,19,64,57,80,-62,54,84,18,39.25,45.42118687361713,True,True
7701,45.0,201,-50,73,53,47,41,49,7,84,38.0,41.94214409610919,True,True
7702,45.0,202,72,-72,83,40,-25,45,68,60,33.875,42.91236507301602,True,True
7703,45.0,203,70,3,2,50,72,66,49,71,47.875,48.86176610271019,True,True
7704,45.0,204,22,85,30,75,70,80,-57,-1,38.0,42.92077045758981,True,True
7705,45.0,205,68,21,89,41,-82,-68,80,87,29.5,46.8411805682486,True,True
7706,45.0,206,66,63,53,57,18,81,2,-65,34.375,40.44491725846933,True,True
7707,45.0,207,-81,36,79,-11,83,61,51,63,35.125,45.7267214456449,True,True
7708,45.0,208,62,40,-69,-38,51,65,83,68,32.75,42.32687007538286,True,True
7709,45.0,209,24,53,46,42,-75,61,28,89,33.5,40.82616999427728,True,True
7710,45.0,210,40,69,86,22,80,65,-68,41,41.875,49.900907251595385,True,True
7711,45.0,211,68,78,76,-61,38,77,45,-71,31.25,44.9807007927256,True,True
7712,45.0,212,-31,84,76,79,86,-13,70,-37,39.25,44.699797589320696,True,True
7713,45.0,213,86,-27,51,65,-89,31,68,89,34.25,48.21134472573172,True,True
7714,45.0,214,-44,24,67,72,22,64,56,43,38.0,41.20499883206804,True,True
7715,45.0,215,43,87,4,-20,25,89,69,79,47.0,48.53425679698168,True,True
7716,45.0,216,87,75,67,65,-85,15,-59,73,29.75,46.569039915443085,True,True
7717,45.0,217,72,-62,5,85,65,89,-50,61,33.125,42.71382267727688,True,True
7718,45.0,218,59,86,88,74,28,-77,-67,27,27.25,40.88447857519401,True,True
7719,45.0,219,58,84,13,-53,41,82,71,46,42.75,47.99428312688991,True,True
7720,45.0,220,-58,79,56,88,-47,88,-14,82,34.25,43.47614392862283,True,True
7721,45.0,221,88,-36,6,65,60,-77,78,80,33.0,44.21954758775928,True,True
7722,45.0,222,34,53,44,76,54,60,-10,18,41.125,41.746700554809166,True,True
7723,45.0,223,14,79,80,-90,39,57,41,36,32.0,42.88892662259593,True,True
7724,45.0,224,82,-17,68,25,42,54,48,29,41.375,42.15457005563263,True,True
7725,45.0,225,33,79,10,54,65,-84,61,64,35.25,45.98463064936249,True,True
7726,45.0,226,-51,0,65,37,41,89,64,85,41.25,45.908005215001765,True,True
7727,45.0,227,-27,28,41,53,75,38,78,30,39.5,40.782218943152145,True,True
7728,45.0,228,79,84,84,6,-48,64,12,33,39.25,42.68717539822441,True,True
7729,45.0,229,38,37,87,55,30,-39,80,23,38.875,40.8586647778061,True,True
7730,45.0,230,81,-42,67,-7,86,10,85,70,43.75,48.27816247081637,True,True
7731,45.0,231,45,68,79,-69,30,78,-72,56,26.875,40.37742155662491,True,True
7732,45.0,232,76,-55,63,68,24,47,74,35,41.5,46.96405041259101,True,True
7733,45.0,233,49,45,89,50,49,-78,-75,82,26.375,42.67136902183057,True,True
7734,45.0,234,78,86,-52,77,38,74,20,16,42.125,46.8579557185727,True,True
7735,45.0,235,-45,52,74,-45,88,52,55,87,39.75,47.72672870483757,True,True
7736,45.0,236,60,21,63,66,85,-76,64,-57,28.25,40.818301319880106,True,True
7737,45.0,237,59,3,-22,62,33,82,78,29,40.5,41.61621539288868,True,True
7738,45.0,238,32,64,47,65,53,48,-87,31,31.625,42.05795312184341,True,True
